,Value
109150,71.0
47409,11.0
70992,55.0
17156,27.0
60277,11.7
93765,10.0
89687,37.1
1004,14.1
20977,27.0
26807,32.0
35987,25.9
16577,28.0
17164,6.4
60195,22.9
485,12.1
12196,11.8
68078,25.5
89710,24.3
90844,16.9
85210,52.9
82984,37.3
130684,64.6
135078,30.3
102537,32.1
18336,34.2
111569,28.5
108187,27.2
102557,40.0
12236,12.1
37485,23.9
10614,11.2
9532,14.1
74959,25.0
66754,31.9
129671,72.0
1746,21.3
89849,49.8
82076,11.4
38807,28.7
84248,11.0
90050,23.9
114827,31.5
17089,35.0
133440,47.7
93258,34.4
37399,25.8
36655,23.0
83100,37.9
59114,21.4
4776,8.9
80040,65.0
25158,27.4
77990,61.0
88235,27.3
81666,35.0
131657,48.0
4487,15.4
64849,25.7
86176,30.5
56696,14.6
16005,15.2
19003,40.0
52620,24.7
107040,24.9
80727,17.0
33723,19.2
32778,20.5
115868,57.3
25281,36.0
87503,40.0
15143,7.1
64113,44.5
104032,35.0
22002,32.0
22111,30.0
30623,15.3
88285,27.4
42142,30.4
64583,31.4
118342,30.0
47645,21.3
18100,30.0
49755,18.5
72719,31.1
113045,28.1
84514,15.5
347,7.0
130608,27.0
32618,23.0
135219,21.9
15911,12.1
93892,48.2
35529,24.5
125099,43.5
85332,30.7
138947,24.3
1895,4.2
48139,15.0
82717,77.6
36172,26.0
61808,86.7
87181,65.0
131273,42.2
2374,4.0
137172,31.4
46004,19.0
16641,51.3
89098,15.5
39624,16.0
57295,20.0
26928,31.0
34758,25.4
106050,39.8
96378,38.4
121665,49.3
81416,34.0
19760,24.3
110632,82.5
74268,36.1
17118,26.0
34828,27.2
84117,35.0
62992,69.0
36937,19.0
99169,28.5
136439,35.2
106486,31.0
2331,11.0
80766,38.0
103406,13.1
22497,36.5
97729,31.0
84057,30.5
43239,25.0
49461,11.0
132436,40.6
117735,9.8
122399,62.1
118603,61.0
68866,34.4
106663,44.0
113322,21.3
131895,30.6
74879,40.0
54930,22.0
18466,21.0
93005,35.9
124317,48.0
109449,58.0
102805,29.5
60183,22.3
11843,11.0
124472,28.9
64581,39.0
30209,10.3
20744,43.0
78263,28.0
74488,40.3
76824,49.2
86197,17.5
30679,22.0
135604,27.0
123686,74.0
69825,25.2
42821,6.0
45437,19.5
102471,33.0
55710,21.0
64369,51.8
4476,11.5
19933,22.0
17623,32.9
85254,36.6
74721,36.2
61363,15.8
106305,37.0
93044,27.4
50103,10.0
99229,24.4
462,13.0
25296,32.7
129826,62.3
74892,33.0
106630,44.3
113745,60.2
91284,30.0
44423,31.0
124713,52.1
85955,32.1
126070,38.4
89332,26.6
73077,40.0
76007,40.1
67634,65.5
5825,4.5
94174,28.5
42058,33.8
62095,49.0
15904,10.5
80689,29.2
94086,24.3
133539,38.0
45380,6.5
54481,21.8
67809,42.7
129834,40.0
14871,13.6
27799,41.0
114780,43.5
102917,47.0
81735,37.0
10650,17.8
41519,40.3
80500,52.5
107217,26.1
86799,27.5
96115,17.3
39656,8.0
29430,23.0
72858,45.0
128727,55.7
24536,27.0
93315,27.5
29197,29.0
44481,21.0
133321,36.7
132621,36.0
82526,20.0
26178,29.4
41767,17.0
40048,29.4
100478,32.0
66817,42.6
19069,20.0
116062,51.9
111320,31.4
83520,43.1
54512,13.6
124228,56.7
118347,33.8
20993,13.0
102503,22.5
121159,53.0
117391,38.0
136782,27.4
77942,41.9
19340,32.1
4169,17.0
1111,22.0
83666,36.6
58943,8.8
5293,15.0
29139,19.0
128337,36.8
45803,29.0
137886,51.0
13838,8.9
8188,21.0
27765,33.0
110469,48.0
105752,33.0
2006,12.0
20618,24.0
20994,15.0
60753,18.0
88324,34.6
21789,37.9
10878,18.0
6656,17.1
70246,21.3
132703,24.6
12098,7.1
51469,17.0
38793,20.2
69455,34.8
108266,36.8
65328,17.9
85176,45.0
117490,60.0
11970,12.0
38124,27.0
29320,22.5
97719,24.3
130995,31.0
128742,67.4
63490,37.0
24944,20.3
33053,27.4
116349,61.5
49093,15.6
37200,31.5
86786,22.0
123008,36.9
110471,46.0
68109,29.2
130339,53.6
49149,11.4
45557,18.6
78732,32.2
86842,27.8
92756,25.1
15613,8.3
122444,51.0
67249,51.4
87696,29.3
21395,25.7
80106,40.0
107975,70.0
56313,16.0
35555,18.3
44784,33.4
40101,8.0
104002,37.6
82528,26.5
5833,12.0
108908,50.0
113070,60.6
3456,16.3
29199,34.0
45193,23.1
51385,16.0
114002,61.1
15676,12.8
13054,4.3
63400,31.2
27026,28.7
69030,17.8
80541,52.5
31299,27.8
39836,26.6
117236,64.0
128930,32.4
10664,20.1
41773,33.0
76822,45.0
79487,31.0
138092,52.0
136800,43.5
125625,49.0
15260,7.2
19703,22.3
8797,32.1
128361,39.0
124746,24.0
90130,35.0
84339,27.9
51950,17.4
120868,55.0
82354,28.4
87211,24.5
54229,14.9
9272,15.0
125128,25.0
72678,21.0
66880,50.0
40760,22.9
96269,16.8
105362,20.0
7850,20.7
129965,36.5
125979,39.0
124990,24.8
132916,28.1
94749,35.3
103793,20.0
38731,32.3
87145,24.0
34921,28.0
15602,10.4
4473,7.3
126173,34.0
14121,15.3
121194,48.5
83023,28.4
91390,19.8
56706,19.8
74945,37.5
30083,22.5
104242,37.0
111209,39.4
57686,9.1
134650,44.9
118168,53.0
11490,8.8
1138,22.0
95723,27.9
97657,26.9
34090,20.0
59083,20.9
32185,17.7
110721,59.0
86174,31.5
35373,18.6
61211,12.8
36484,24.8
114064,70.0
40175,26.0
90443,39.5
68731,48.0
14979,9.9
80125,86.8
122089,52.0
48548,21.0
111557,33.0
24646,23.5
120138,26.7
11700,16.0
69453,29.0
55536,14.6
132698,24.0
84441,20.7
35315,22.7
98791,36.0
120681,59.7
26977,29.0
68983,17.0
4138,15.0
117846,21.8
46977,20.9
71455,36.4
96616,26.7
87228,13.5
24495,23.0
73592,29.5
137315,15.4
73838,62.5
5617,17.7
111794,27.7
49009,15.3
17416,28.0
112075,81.5
94897,29.0
57533,15.2
20854,41.3
32747,21.5
80426,42.0
33155,21.0
27883,43.9
133834,52.8
17930,32.0
42067,32.3
12616,17.0
1631,5.4
132245,36.5
15088,8.1
26292,32.0
97660,28.6
8605,11.8
126012,34.8
25560,22.0
109955,32.0
113738,68.7
80849,36.0
132297,24.0
138745,34.0
81492,30.2
24352,27.0
139245,36.9
10041,10.0
110268,10.0
1756,20.1
14498,6.6
91267,33.0
34012,17.5
113916,81.0
108111,39.2
75012,15.6
133141,17.9
123271,43.0
45152,23.7
40931,11.3
51395,20.0
98722,38.0
44957,28.3
28565,20.4
72144,28.0
54857,18.0
33828,29.0
65144,39.3
48684,21.0
128645,24.5
27225,22.0
59287,12.9
68812,47.1
5062,9.0
133083,19.8
11472,17.2
55913,14.6
91209,30.0
108831,76.0
45480,16.0
78787,24.5
9158,23.0
81211,37.6
23496,20.3
46750,16.5
83126,34.5
121654,47.9
134518,32.3
83097,37.2
9209,22.0
86740,18.1
62717,49.6
60383,11.4
111088,50.0
104744,45.0
56014,40.1
15875,21.3
104480,28.0
27797,34.0
88302,31.2
60604,13.0
13923,23.2
65440,34.4
38388,15.0
92239,22.6
97372,18.0
2317,18.0
111252,34.1
100172,41.5
22821,38.8
123981,50.0
60226,13.9
114069,56.0
57666,15.0
78403,40.0
69945,28.8
46269,17.7
89743,45.0
133998,34.0
124513,48.0
59706,19.4
77706,40.0
113408,33.8
5494,8.4
121364,19.2
115021,47.0
75714,53.0
49828,30.0
82878,52.3
117531,57.0
77364,22.6
54436,28.9
7365,11.0
126550,36.0
61057,19.5
31858,5.4
57895,13.8
128151,51.0
134535,19.5
126639,26.3
85174,51.0
113300,58.4
139370,17.8
114438,58.6
27965,23.0
37251,27.1
3063,27.0
48032,13.7
124680,46.0
12068,10.3
54088,27.9
89909,29.1
46093,22.0
5122,20.0
126337,58.1
89876,34.8
11494,10.1
39535,28.0
48782,27.3
101184,24.5
110487,56.0
109601,74.3
128740,68.2
133442,40.6
41806,22.0
69648,27.3
125466,29.4
129852,52.0
117977,30.3
33175,39.0
48021,13.3
41640,40.0
84137,30.0
82741,54.0
81488,32.2
67686,31.5
129745,71.4
110253,23.0
60664,29.4
63686,10.0
79251,25.0
129693,61.0
115098,15.2
2204,18.9
20512,20.7
78439,41.0
101545,18.0
23548,19.3
124644,48.4
3854,11.2
21346,26.6
28170,22.0
138155,33.5
15990,14.8
118735,16.0
121114,32.7
11421,13.5
56125,20.6
108076,38.4
89533,26.0
112372,61.7
47036,22.0
104925,30.0
51845,13.1
125993,32.9
41445,16.0
104955,21.3
95944,22.2
38178,23.0
114482,22.3
129201,22.5
50813,11.0
12034,9.4
49918,29.0
113507,17.9
9306,17.0
39363,14.7
128717,54.7
72741,26.0
35415,24.9
75036,35.6
96625,21.0
131486,38.0
30572,13.7
11764,9.0
32725,22.5
42777,17.0
82796,47.0
133594,37.0
81315,24.0
47786,11.8
3524,11.1
136447,31.8
103485,30.0
58857,23.5
5033,12.0
42764,14.5
33701,28.6
43531,27.6
75716,42.0
87209,19.5
5460,11.0
27326,26.0
40136,11.0
26581,35.4
119694,28.3
90637,32.6
119113,28.0
25154,28.9
5263,14.8
133934,16.0
98071,11.7
114913,25.0
123659,28.0
85323,37.0
88896,29.0
41886,22.9
82107,25.8
52936,17.0
80800,45.0
64659,58.0
36379,29.4
73324,57.0
28478,20.5
122844,49.0
103009,30.0
115378,70.0
9805,12.8
105766,42.0
121737,54.0
67976,43.0
66231,30.0
79011,17.8
75799,54.7
75484,19.0
121095,40.0
115520,67.0
94542,31.0
29681,26.7
2360,4.0
14252,9.0
133100,33.0
131464,25.0
62751,46.4
117340,44.0
36151,35.0
42735,26.0
31265,37.0
95427,33.4
18196,43.1
56770,24.7
117677,53.4
15593,10.4
90374,37.3
51975,22.5
53333,16.0
1373,8.0
120068,30.0
92340,30.3
57896,12.5
135044,38.0
91277,28.0
49081,21.9
71340,49.1
65809,33.3
30753,22.0
88284,26.0
73340,56.0
130493,59.0
90649,37.9
127274,32.5
117877,56.0
28825,10.3
60396,13.8
95763,27.6
113163,23.6
69631,39.2
868,6.9
18864,36.0
82853,51.3
53601,17.0
85203,47.8
100161,36.3
117030,67.3
92921,32.7
110682,80.0
116925,56.0
28622,45.0
39067,8.2
56720,15.5
79603,32.1
90896,49.3
40423,23.2
10261,11.0
60101,10.0
136891,28.1
111250,47.1
49152,11.0
4287,8.0
82039,21.6
48948,13.7
73688,46.0
92049,46.5
103418,41.2
97310,34.0
8785,30.4
46521,23.9
71945,29.6
117254,68.0
119052,41.0
25752,26.0
54394,11.0
127225,41.3
80734,19.6
137650,55.0
117738,21.1
32930,28.0
59729,23.8
104212,39.8
75063,33.3
23504,18.9
101426,31.5
48624,15.1
108423,65.5
132631,62.9
39053,19.5
104820,33.3
8361,21.0
51863,18.2
54146,19.8
85405,40.3
136552,27.4
56801,16.1
123690,61.0
9509,12.8
65658,18.0
127466,67.7
57543,15.5
101402,25.0
6193,25.0
106831,42.0
10930,18.0
63631,29.6
71729,31.0
6836,15.2
117691,48.1
62041,67.0
82061,24.8
138342,27.4
134715,55.5
4357,3.0
136855,32.5
103329,26.5
105584,31.3
65792,20.6
3751,21.6
123604,42.4
116604,41.2
50633,12.9
95643,21.1
127613,35.0
64548,37.1
138949,31.9
57938,23.7
35288,27.1
118247,46.0
125763,66.0
31630,29.0
18813,41.0
39214,18.1
100215,31.7
30979,24.0
33757,16.9
69133,32.0
131129,22.2
77790,47.5
72701,31.4
106489,29.0
85413,39.8
106672,40.6
85498,40.0
128871,58.0
4712,27.9
52995,18.1
129662,60.0
99305,43.0
124445,53.0
39858,30.8
55894,13.5
118176,40.0
102579,29.0
97,19.0
67386,51.2
688,11.8
33829,32.0
96994,36.9
2107,10.0
129740,59.0
44946,22.7
63619,14.8
128773,18.5
51232,33.0
69598,31.6
121782,33.2
33764,35.0
4483,9.6
65170,37.2
34954,24.1
79241,23.8
76056,32.0
134736,48.3
21027,14.0
119656,28.5
57374,11.9
45240,4.9
79232,44.4
48292,18.5
85847,38.3
22603,42.0
29242,22.0
131984,38.0
128724,53.1
111306,47.0
78286,31.0
1231,19.5
10903,12.0
1588,7.8
114514,50.5
51803,16.3
112332,74.7
116614,27.8
48013,14.5
90441,42.4
6958,1.8
48499,27.0
73607,34.1
36673,29.0
32039,18.3
100960,33.5
117444,65.0
120480,48.0
109343,46.0
34697,26.0
133658,89.2
40763,16.9
104953,24.7
7337,13.0
136424,32.6
7138,13.5
72215,53.7
44586,21.9
111756,30.0
102449,38.0
83549,39.2
126919,32.1
27232,33.0
43705,8.4
29569,25.0
122007,54.0
107205,17.1
136885,35.3
49028,12.2
33190,38.0
107133,34.0
67727,22.0
62792,44.8
8923,5.0
124124,61.0
14956,14.7
114572,61.6
44312,21.0
34569,21.6
34736,31.0
66777,35.0
135593,28.5
57423,14.0
109656,30.8
87262,25.2
69613,29.2
121923,35.0
115133,15.9
25561,24.0
73754,43.0
123021,79.0
96100,19.4
109148,92.0
54334,11.4
57433,20.0
24586,21.0
39298,22.0
72438,19.2
119402,40.1
510,16.3
118329,52.0
21023,14.0
29760,17.0
134890,46.0
22564,47.0
3812,10.6
21663,39.0
22831,37.7
50560,27.7
138305,32.0
92955,28.0
56821,13.3
51730,29.4
69103,37.0
113766,24.0
126041,28.7
24855,28.4
80547,48.4
28643,28.0
66593,58.3
55994,26.3
72114,36.1
28505,15.9
70724,34.0
58453,10.0
82102,21.6
128046,22.0
136346,26.0
132610,32.9
124736,39.0
98440,28.0
20364,19.0
126310,44.8
136530,26.2
62948,26.2
56642,15.0
129416,42.6
116889,42.0
42235,15.1
39830,27.4
55506,13.9
95279,27.4
28587,32.0
40711,33.0
58069,8.1
80364,50.0
7114,6.5
68345,29.0
135773,97.9
18616,28.3
75282,29.8
73357,61.0
68844,52.0
44895,8.1
51735,21.4
114759,41.3
130636,53.5
32049,7.5
73540,37.5
53254,26.9
133673,47.0
136775,25.5
33585,12.0
2527,13.9
62317,18.2
124719,51.0
37325,25.0
14748,13.4
118047,56.1
48358,28.0
33354,20.0
79132,32.8
123625,31.4
96109,16.0
71793,31.1
7593,8.5
75934,34.5
131468,39.0
23535,19.5
9573,12.5
66456,64.9
20758,38.0
104654,43.0
2783,18.9
122618,39.0
49893,13.0
107902,50.0
90421,35.6
49527,11.0
114038,71.1
88810,19.8
127866,42.0
104755,40.0
49141,11.0
59646,25.3
104060,49.0
113889,43.5
117509,45.0
59073,21.0
75473,32.0
9930,12.8
73370,56.0
6864,10.9
53593,22.0
124215,48.4
21774,17.8
12056,12.7
35654,13.2
64676,31.4
12334,10.9
71322,23.3
30829,28.0
41811,20.0
121066,44.1
46534,25.0
19309,34.9
114137,49.0
53277,18.2
79696,34.2
109273,65.8
52029,12.2
9859,9.2
103826,27.0
25309,32.2
8596,20.2
138426,46.0
117668,45.0
8093,13.0
122585,44.0
136594,32.2
7570,9.7
35220,28.9
8823,28.1
62941,19.4
42758,19.2
95743,26.5
77101,31.4
100362,41.0
26295,31.0
24317,33.0
84742,16.7
85331,34.4
2542,15.7
61273,8.6
83871,18.0
8216,22.0
117635,54.4
115365,37.0
68883,46.1
110098,44.2
89056,13.3
18544,47.0
80353,47.9
52779,20.0
38529,25.9
132822,39.0
79733,14.1
128290,33.0
5341,14.0
108786,32.0
68919,30.5
117202,63.0
95229,31.1
45686,16.0
98390,10.2
18533,45.0
62981,15.0
139716,31.5
121220,39.0
66654,59.3
103850,24.5
136758,30.9
113276,48.6
1210,12.3
115818,50.0
116623,25.5
42051,27.2
37289,22.0
107948,55.6
99559,29.0
31807,29.1
79556,30.0
27189,27.3
25891,25.0
133002,33.3
133930,37.1
30509,22.4
62006,34.5
102898,35.0
37596,18.8
101006,14.2
4054,10.5
102279,27.1
99996,27.0
23567,35.5
24101,14.5
123365,57.0
58125,10.0
133953,36.5
39315,18.1
101970,32.6
95795,16.9
71326,39.4
53869,16.2
7608,10.9
6202,17.0
27734,38.0
47205,14.0
110581,40.0
60834,13.9
73527,48.0
80462,52.5
110870,39.0
80692,23.6
133641,76.8
39245,20.6
34029,21.2
53574,32.3
105611,26.0
138978,48.9
114711,26.0
115983,39.8
8590,18.4
122381,56.0
23353,24.1
63184,36.3
121230,45.0
11051,19.0
11438,10.4
110810,35.0
98815,43.7
102476,25.0
486,14.4
82529,30.0
61285,8.3
21625,36.0
2461,17.0
70940,37.0
95418,38.0
67867,27.2
10069,25.0
130483,27.0
74645,28.6
55302,21.8
122152,36.5
1905,13.3
51876,12.0
23717,39.0
53921,12.0
59982,6.7
42999,21.9
3349,14.0
65612,30.2
4815,2.4
57769,9.3
47200,16.0
83979,38.0
47418,17.0
81241,18.8
114814,40.0
101976,34.8
118165,51.0
113530,22.4
93203,14.7
85115,36.0
41765,13.0
59298,17.5
86768,20.8
22262,43.0
31292,35.9
23129,28.4
125427,46.2
46474,10.9
6178,11.0
53667,10.0
125002,61.2
132380,29.4
31041,26.0
57291,19.0
110950,66.0
49273,13.5
47848,15.8
137457,24.4
43898,26.0
26475,19.0
35733,23.2
7198,12.0
103275,18.1
76530,43.0
48629,19.5
132305,35.8
6557,12.1
133435,20.0
17323,25.0
74839,43.0
25439,18.6
44993,24.4
76580,36.3
60049,12.5
97188,22.8
38119,27.0
16627,34.0
66832,40.6
127631,28.0
117446,55.0
139005,38.7
86307,51.5
102301,29.1
130697,26.4
61648,15.1
112274,54.0
35272,19.1
67632,58.7
65938,28.3
81589,38.1
102966,14.0
133447,32.3
72689,27.9
88814,21.4
82558,20.0
108945,65.0
89130,27.9
18273,38.5
27526,28.0
50269,17.5
113228,58.1
31764,27.7
101172,40.0
55431,10.1
116429,36.0
128138,53.0
101499,26.2
74577,41.7
95659,41.4
139034,22.3
97125,24.3
33904,33.4
115672,55.3
124609,45.5
112523,59.0
70695,32.0
4252,11.8
7793,22.9
11912,3.0
105703,43.3
44517,30.0
58868,9.7
92233,36.4
118661,47.0
117643,52.3
79425,26.9
101162,33.0
137063,24.0
5865,6.9
48988,20.1
26068,39.0
117029,60.0
60261,9.3
102541,37.3
71939,35.7
68293,46.9
64436,54.7
37311,27.5
124070,59.0
83051,40.9
136925,20.3
74372,47.0
75217,51.2
82930,54.4
3855,7.0
26104,31.0
23218,32.4
68530,19.5
13555,11.9
131401,34.0
67378,43.1
131103,22.1
97927,49.0
106527,25.0
99204,32.9
87863,40.0
11804,11.0
136095,29.4
116641,41.0
88249,28.9
80546,52.5
112735,53.8
76075,35.0
82263,43.0
66460,87.4
59181,10.6
66480,69.0
56894,17.5
24315,30.0
8585,20.6
54875,25.0
28647,32.0
31774,30.2
109122,51.4
80804,45.0
57459,13.0
84806,35.0
62756,43.8
21421,16.1
14987,15.7
18699,24.8
39558,23.0
77584,21.0
33117,22.0
111537,29.2
79651,27.8
50802,9.3
67280,31.7
107917,45.0
114767,57.2
70328,26.8
130879,31.0
129640,70.6
15397,8.9
86004,42.0
51949,17.3
16855,46.0
42145,36.7
2026,12.1
93309,33.7
121653,40.2
66289,86.0
115660,49.0
58458,14.0
126213,30.0
121760,47.0
106740,19.1
59638,15.0
132910,36.6
129874,52.0
15924,15.4
95250,32.2
42120,24.8
23805,26.0
43515,31.5
138961,60.2
10450,9.0
94482,39.0
86209,17.6
110971,51.7
105742,34.0
8109,14.5
71890,43.0
54636,17.5
15304,11.9
81923,39.0
109766,32.1
114735,64.7
44858,20.4
64521,38.9
132725,26.2
25342,27.6
40975,23.0
26224,19.0
76386,35.3
15820,8.3
132450,19.8
65004,47.1
136821,57.3
67567,29.3
61861,10.0
135602,24.0
88314,33.3
26652,36.7
23489,25.4
92546,32.0
86232,49.3
20488,24.0
138454,52.4
78011,39.0
113012,45.8
37505,24.4
23429,36.0
135341,58.9
85469,39.4
81153,47.9
81579,45.4
127718,32.5
32889,42.0
77216,37.8
6778,18.1
56457,14.9
114707,30.3
80753,36.0
48083,15.5
20817,38.0
106580,22.0
33902,18.5
136810,52.9
97275,29.0
110848,48.0
78766,30.6
52996,19.1
26001,30.3
3657,2.5
15334,8.5
63790,53.6
56118,22.0
59591,22.0
139350,25.1
35325,11.0
17415,27.0
29573,27.0
133838,52.1
14779,13.8
20763,39.0
88622,24.3
10458,10.9
1540,22.8
126435,36.0
31811,30.8
107892,48.0
46496,6.0
105572,35.0
94636,34.9
7743,12.4
3459,15.9
93173,23.0
131986,49.0
133507,24.0
115157,26.5
136749,39.3
88364,12.3
22537,41.0
34838,18.0
64423,54.7
118925,60.0
38390,6.0
5789,15.0
79964,25.1
130540,42.0
71934,37.1
137894,69.0
59192,17.5
81281,35.5
6728,6.9
89187,38.0
56103,17.0
100913,31.6
132736,26.3
117352,44.0
129673,58.0
93579,33.8
62459,41.0
721,23.7
67661,65.8
71148,45.6
97584,26.9
69370,34.0
37330,20.3
106145,34.0
102531,28.7
10402,13.0
85416,32.1
7431,8.0
130251,44.2
108822,77.0
106726,25.6
49997,17.2
22779,19.0
101838,37.8
46339,24.0
83943,50.1
61127,14.7
40159,18.0
127831,72.0
68709,41.0
33139,36.0
33869,23.7
24552,24.0
57735,15.1
122034,39.0
21696,30.0
66186,38.0
49297,8.0
51812,16.5
20545,17.0
121824,19.2
135786,37.0
136674,41.0
104571,39.0
65159,36.5
37220,17.1
67625,43.5
71375,40.0
85276,38.7
83649,41.9
17813,26.8
135874,39.0
35195,17.9
100231,41.1
33586,18.3
77523,42.0
71922,35.4
47374,18.0
45908,23.0
125387,35.6
53023,21.3
95773,23.1
83308,40.6
65176,39.0
35196,27.2
15960,15.2
40454,26.1
67328,37.7
117031,63.3
48245,18.4
122314,57.0
106660,34.0
104138,52.4
94185,29.0
121419,56.4
106841,27.6
97194,33.5
71072,64.0
93607,30.0
888,6.1
1533,17.0
43370,32.1
120160,24.0
66638,53.3
66621,46.2
87737,31.3
11242,16.0
132540,40.0
97267,32.0
100494,33.0
129818,63.2
9275,15.0
57387,18.9
15495,15.1
4824,8.4
126635,33.5
18819,39.0
124307,58.0
106987,29.0
23354,28.4
1203,15.4
123426,37.4
106619,38.9
117763,29.1
58380,15.0
87585,40.7
131622,105.7
99737,19.0
65715,40.0
70511,35.0
43824,20.5
101290,24.9
109502,86.0
54883,27.0
120364,56.0
107837,43.0
42371,6.7
135446,20.0
110126,69.0
73029,48.0
25290,26.3
55709,12.5
6442,5.0
75740,48.0
72252,32.5
22751,20.0
120426,45.5
48157,10.0
39096,12.5
71056,59.0
127471,46.0
2544,8.1
80877,60.6
96228,25.1
88496,21.8
9792,20.5
38693,23.3
96079,24.0
106682,38.3
55893,12.0
3910,16.6
125963,47.0
110695,55.0
64500,25.1
15426,11.6
130610,31.4
4293,8.0
124353,61.0
53314,13.3
35332,27.4
125350,42.3
115826,45.0
99599,32.9
49062,16.5
61263,12.7
41467,15.3
92970,34.9
67690,26.9
123523,58.4
86078,20.0
83130,38.0
34712,24.0
57761,10.3
2330,4.0
48698,23.0
14514,6.6
54514,13.5
85092,35.5
101133,34.0
127796,69.0
9310,13.0
117322,69.7
1067,11.5
82850,53.4
12363,12.0
41656,31.6
127224,36.9
91489,25.2
35605,14.9
98294,33.3
91288,21.9
114980,39.6
76916,23.0
14530,12.5
82967,33.7
36064,20.0
6677,6.1
18016,26.2
35665,28.0
36131,19.0
10991,17.0
14643,6.1
71489,71.6
104713,26.2
136543,21.4
136644,15.3
68449,30.0
49937,25.7
2825,10.5
72658,26.1
21906,23.9
116992,56.0
11603,11.1
101993,35.6
90742,40.1
121188,43.1
68943,24.0
36459,35.0
136884,28.6
64631,57.0
63229,36.5
125024,54.3
55323,11.4
111769,22.5
90808,34.7
23070,21.4
5541,18.0
59616,19.0
42048,27.3
110943,48.0
1843,13.8
1803,21.4
28542,26.5
117743,28.1
85247,40.7
82533,32.5
111118,42.0
45262,14.6
110792,57.0
130236,42.9
129336,25.0
119717,66.4
31874,10.7
44110,23.6
14753,15.1
34800,22.4
29691,32.8
134082,39.0
2104,12.0
26862,28.9
58584,9.0
51454,20.0
117647,50.0
6939,3.8
42350,23.5
133468,71.3
37370,25.8
88182,34.5
139471,31.5
72463,39.4
2717,20.2
55415,15.0
108538,82.0
114503,19.6
76479,38.9
61270,7.1
40026,24.7
125203,50.0
76038,32.0
129636,103.4
90522,27.6
124783,26.8
38044,18.0
72919,58.3
112554,55.0
103941,38.6
85269,43.8
63121,25.3
37255,31.0
39786,19.0
122350,41.0
120553,63.0
79516,37.0
60885,21.0
69408,32.4
4792,7.8
116787,21.1
109182,59.0
69142,34.5
62259,48.6
127163,28.4
60647,22.1
99618,29.0
86952,25.0
2751,19.1
42771,15.0
106642,30.0
40722,22.0
89748,46.0
33759,17.5
24737,22.8
110691,52.0
81113,39.1
57209,17.0
135067,48.0
29483,50.0
55919,37.1
47740,18.6
79697,31.3
36979,31.6
30377,25.4
127469,42.9
111690,45.6
109765,35.0
111962,0.0
68694,71.3
11781,10.0
128989,45.0
115719,54.0
108743,16.0
122565,51.0
34327,20.0
138996,66.8
102893,35.0
121768,50.0
37036,22.3
39106,6.2
124266,22.6
107033,21.1
72587,26.7
58939,8.9
87900,49.6
26668,30.2
7583,12.3
27308,19.0
85555,25.0
37864,26.0
95268,28.4
130258,38.6
118011,69.0
65616,15.4
29975,20.0
99724,23.0
84329,36.3
115765,28.0
131941,33.9
134129,65.0
41992,14.8
46836,23.1
114890,53.9
43955,29.4
75068,15.6
84822,37.0
104006,29.8
101764,45.0
106218,40.0
97120,23.1
137933,59.0
86857,28.2
97850,29.5
95934,20.5
9131,23.0
48623,16.9
34468,28.8
53877,14.1
56597,14.9
62543,34.5
96756,24.5
108212,33.3
127879,76.0
116173,39.6
18821,38.0
20521,45.0
69450,25.5
55606,21.4
62266,61.7
29603,35.0
45971,22.2
39896,34.0
101754,39.0
35467,27.4
133535,43.7
66223,33.0
27951,15.0
125338,47.0
27251,24.0
72722,18.8
9090,19.0
119340,45.5
47433,23.0
91291,17.2
117487,60.0
116131,49.3
124699,54.3
81291,38.7
30792,20.0
17714,25.2
9404,11.0
111487,78.1
34765,27.0
88943,35.8
126984,26.5
124443,50.0
102558,38.3
123472,40.0
43198,28.1
48077,16.6
366,5.0
15900,10.9
115784,43.0
45910,25.5
118658,58.0
110500,53.1
49899,22.0
136966,40.0
50116,10.0
48018,13.3
56020,15.7
81287,31.2
60191,31.7
57445,14.0
77350,48.3
125336,42.0
99543,42.4
66061,40.1
68056,26.3
31352,29.3
122450,63.8
25141,28.2
79774,25.3
127783,45.0
3161,20.0
36281,20.5
63694,18.5
121075,56.2
109911,50.0
64353,68.0
58071,8.6
106677,42.7
96599,26.0
98618,11.1
40738,22.0
27490,20.0
64492,32.5
16639,50.2
120085,31.0
472,13.3
69059,28.6
137289,30.0
129725,62.0
68327,40.0
63387,24.7
84869,82.7
88051,31.2
82913,47.3
21036,21.0
62114,58.0
110318,13.0
18112,25.0
57292,20.0
51077,14.0
2187,15.9
105008,20.0
15099,12.2
48553,26.0
58878,12.3
33106,28.0
36496,36.5
66828,36.9
31770,35.0
106566,24.0
62999,60.0
4758,20.4
33367,25.0
33245,26.6
118291,45.0
126786,40.0
138144,41.7
107864,13.0
110884,39.0
96933,37.0
133207,44.0
136602,28.4
66195,38.0
515,13.4
99829,35.3
53001,19.1
112396,54.0
9233,14.0
129630,52.9
65984,57.0
137035,32.7
41230,14.0
60833,13.3
123565,48.8
54464,29.4
13719,10.8
49112,9.9
87724,32.7
48667,19.0
77630,33.2
65689,55.0
54472,16.3
93427,28.0
2768,16.2
127585,78.0
92129,38.0
80073,42.0
43541,28.7
55764,16.0
100191,27.0
24367,33.0
105205,27.0
125982,41.0
64015,47.1
23594,34.2
1293,9.0
61805,90.0
60287,10.1
112426,54.0
3714,17.6
107083,41.0
121672,39.7
53429,14.5
88491,32.1
